title,link,description,pubdate,location
AgentFire FT Customer Success Manager for AgentFirecom,https://weworkremotely.com/remote-jobs/agentfire-f-t-customer-success-manager-for-agentfire-com-1,  Headquarters New York URL httpsagentfirecom  AgentFirecom sells real estate websites and related services to agents teams and brokerages throughout North America and Canada  We are the highest overallrated real estate web platform in the industry and weve got an awesome team with amazing chemistry  Our Customer Success department is a massive priority for us and this is a position that will have lots of upward mobility especially as we begin to look for managers  Please read our Glassdoor reviews here httpswwwglassdoorcomReviewsAgentFireReviewsE1258957htm  Job brief AgentFire Customer Success Representatives are the bridge between our sales and support teams They are responsible for transitioning new signups into happy longterm customers  You will be their direct point of contact after the sale and youll work with them to help solve their problems and ensure their satisfaction while they are an active account with us  This will include answering advanced support questions and occasio,2023-03-03 00:00:00,NaN
Senior Associate Business Operations and Strategy,https://remote.co/job/senior-associate-business-operations-and-strategy-6/,Sr Associate Business Operations 38 Strategy Remote Finance About Pinterest Millions of people across the world come to Pinterest to find new ideas every day It8217s where they get inspiration dream about new possibilities and plan for what matters most Our mission is to help those people find their inspiration and create a life they 8230 The post Senior Associate Business Operations and Strategy appeared first on Remoteco,2023-03-06 00:00:00,NaN
Full Stack PHPJS Engineer Team Lead,https://privacyfirstjobs.com/job/full-stack-php-js-engineer-team-lead-matomo-8059051,An open position at Matomo an opensource web analytics platform that provides website owners with detailed insights into their visitors behavior and preferences,2023-03-06 00:00:00,NaN
Strategy11 Email Marketing Specialist remote,https://weworkremotely.com/remote-jobs/strategy11-email-marketing-specialist-remote,  Headquarters Utah URL httpwwwstrategy11com  Hi Were Strategy11 a WordPress Software Company with products like Formidable Forms and WP Tasty running on over 400000 websites We design software that helps businesses do more with less Its our mission to create tools that eliminate hurdles and help customers streamline development while cutting costs Our customers have recognized us with a 95 satisfaction rating and we couldnt be happier that they recognize our dedication to qualityOur team is growing and were looking for a talented Email Marketing Specialist to help us spread the word about our products If youve ever wanted to write and strategize email campaigns in the software industry this could be the perfect opportunityAs Email Marketing Specialist youll be joining the growth team where youll apply your creative writing and technical skills to create captivating email campaigns designed to support customer acquisition and retention Youll also be responsible for improving our existi,2023-03-03 00:00:00,NaN
Director People Operations,https://privacyfirstjobs.com/job/director-people-operations-remote-duckduckgo-7803916,An open position at DuckDuckGo an internet privacy company providing private search web and app tracking protection Smarter Encryption email protection and more,2023-03-03 00:00:00,NaN
Copywriter FrenchEnglish  Remote,https://jobs.wordpress.net/job/copywriter-french-english-remote-2/,Are you passionate about triggering a real emotion for your reader Are you able to convey complex ideas using as few words as possible Do you love creating messages that are unique and impactful to rise above the noise Are you fluent in both French and English If you answered yes to these questions we 8230,2023-03-03 00:00:00,NaN
Senior Laravel Developer,https://larajobs.com/job/2984,NaN,2023-03-03 00:00:00,NaN
Germanspeaking only Laravel Junior  Senior Dev TALL Stack,https://larajobs.com/job/2985,NaN,2023-03-03 00:00:00,NaN
Manager Accounting,https://cryptojobslist.com/jobs/manager-accounting-kraken-digital-asset-exchange-united-states, Tags Cryptocurrency Jobs  Web3 Remote Jobs  Cryptocurrency Non Tech Jobs  Blockchain Research Jobs  Cryptocurrency Legal Jobs  Web3 Exchange Jobs  Blockchain Compliance Jobs  Cryptocurrency Senior Jobs  Cryptocurrency Human Resources Jobs  Web3 Finance Jobs  Cryptocurrency Manager Jobs  Blockchain Accounting Jobs  Blockchain Full Time Jobs About KrakenAs one of the largest and most trusted digital asset platforms globally we are empowering people to experience the lifechanging potential of crypto Trusted by over 8 million consumer and pro traders institutions and authorities worldwide  our unique combination of products services and global expertise is helping tip the scales towards mass crypto adoption But were only just getting started We want to be pioneers in crypto and add value to the everyday lives of billions Now is not the time to sit on the sidelines Join us to bring crypto to the worldTo ensure Kraken is the right fit for you please ensure you read Kraken Culture Explainedt,2023-03-03 00:00:00,United States
Assistant Finance Manager,https://cryptojobslist.com/jobs/assistant-finance-manager-web3auth-hq, Tags Cryptocurrency Jobs  Web3 Operations Jobs  Cryptocurrency Compliance Jobs  Web3 Finance Jobs  Blockchain Manager Jobs  Web3 Accounting Jobs  Web3 Full Time Jobs Who we areWeb3Auth is a VCbacked company that works on applied cryptography and we specialize in private key management software Our company vision is to proliferate the usage of cryptographic keys to enable use cases that empower the individual Our solution allows for applications to setup a public key infrastructure while maintaining flows that endusers are familiar with You can git check out all of our opensource code at httpsgithubcomtorusresearch Were heavily executiondriven flexible and impactfocusedOur aim is to provide a seamless user experience to the applications that integrate us ultimately driving adoption in the ecosystem You will work handson on Web3Auth various tools and rapidly deliver innovative solutions As a key member of the development team the candidate should be comfortable with driving technical id,2023-03-03 00:00:00,HQ
CTO Cofounder,https://cryptojobslist.com/jobs/cto-co-founder-degen-guild-remote, Tags Cryptocurrency Jobs  Blockchain Developer Jobs  Web3 Solidity Jobs  Web3 Full Time Jobs  Blockchain Javascript Jobs Were looking for a passionate and committed individual who will be at the core of the leading team working together for this next stage As a CTO you will be the connection between the vision and the technology  Your ability to critically think innovate and your understanding of Crypto and Blockchain especially EVM and Solidity and frameworks such as ReactjsNodejs will be key for the success of the project We are offereing both equity and a salary as part of the compensation package Salary will depend on the experience of the CTO and the total amount of funding raised Apply here  CTO Cofounder,2023-03-03 00:00:00,NaN
Technical Writer Toronto,https://cryptojobslist.com/jobs/technical-writer-toronto-chainsafe-systems-toronto, Tags Cryptocurrency Jobs  Web3 Remote Jobs  Web3 Research Jobs  Cryptocurrency Community Jobs  Cryptocurrency Content Jobs  Blockchain Developer Jobs  Cryptocurrency Web3 Jobs  Web3 Rust Jobs  Web3 Social Media Jobs  Cryptocurrency Discord Jobs  Cryptocurrency Typescript Jobs  Cryptocurrency Polkadot Jobs  Blockchain Ethereum Jobs  Web3 Full Time Jobs ChainSafe is a leading blockchain research and development firm specializing in infrastructure solutions for the decentralized web Alongside its contributions to significant ecosystems such as Ethereum Polkadot Filecoin Mina and more ChainSafe creates solutions for developers and teams across the web3 space utilizing our expertise in gaming bridging NFTs and decentralized storage As part of the mission to build innovative products for users and better tooling for developers ChainSafe embodies an opensource and communityoriented ethos To learn more about ChainSafe look at our Discord GitHub and website Heres what you need to know before r,2023-03-03 00:00:00,Toronto
Implementation Specialist,https://jobspresso.co/job/implementation-specialist/,Aircall is a place where voices are valued Backed by over 220 million of investment since 2015 we create technology that fuels accessible transparent and collaborative communication to empower our base of 14000 customers and growing to make authentic human connections Conversation is a cornerstone of our culture Wherever our people find themselves in the The post Implementation Specialist appeared first on Jobspresso,2023-03-03 00:00:00,NaN
Billing Specialist Senior,https://remote.co/job/billing-specialist-senior-6/,Title Billing Specialist Senior Location United States Position Title Billing Specialist Senior 8211 REMOTE US Job Description Location Remote US Billing Specialist Senior needed for PEMPM billing The Billing Specialist Senior is responsible for assembling and maintaining all necessary documentation for billing purposes Primary duties include but are not limited to Maintains billing system database 8230 The post Billing Specialist Senior appeared first on Remoteco,2023-03-06 00:00:00,NaN
Customer Support Specialist at ActiveCampaign,https://nodesk.co/remote-jobs/activecampaign-customer-support-specialist/,ActiveCampaign is hiring a remote Customer Support Specialist This is a fulltime position that can be done remotely anywhere in the United States ActiveCampaign  Grow your business with customer experience automation,2023-03-06 00:00:00,NaN
Technical Product Manager,https://cryptojobslist.com/jobs/technical-product-manager-cere-network-poland, Tags Cryptocurrency Jobs  Web3 Product Manager Jobs  Blockchain Business Development Jobs  Blockchain Engineering Jobs  Blockchain Web3 Jobs  Web3 Full Time Jobs  Cryptocurrency Nft Jobs What do we look for We look for a few things across all hires we make at Cere regardless of role or team First we look for signals that a candidate will thrive in our fastpaced work environment where we default to quick iterations critical thinking and sound judgments because we play only to succeed Second we seek people with the desire to share their expertise and the capacity to extend their knowledge to drive innovation Finally we seek candidates who can commit to a greater goal unite as a team to reach something no one could have done on their own  About the Role As a Technical Product Manager and a Product Owner you will be part of our Product Team to drive innovation in the space of Decentralised Cloud Storage and CDNs Crypto wallets NFT platforms Marketplaces and Analytics You will help develop,2023-03-03 00:00:00,Poland
Blockchain ArchitectEngineer ReFi,https://cryptojobslist.com/jobs/blockchain-architect-engineer-refi-canop-e-france-switzerland, Tags Cryptocurrency Jobs  Web3 Remote Jobs  Blockchain Full Time Jobs  Cryptocurrency Defi Jobs  Web3 Engineering Jobs  Web3 Developer Jobs We are looking to team up with a talented Blockchain ArchitectEngineer with strong experience building softwares and dApps and deep knowledge of DeFi in order to build an innovative decentralized investment solution committed to environmental protection Get ready to make an impact  Architect technical solutions and lead development and research towards more effective solutions for our tech requirements Contribute high quality and welltested smart contract code including NFTs Lead mentor and hire a team of developers Participate in management decisions and attend meetings in line with the company objectives Handle all internal security and privacyrelated audits Monitor the technical budget and forecast costs related to the agreed technical activities Be proactive in recommending innovative solutions that can benefit the company  What youll bring to,2023-03-03 00:00:00,France Switzerland
Engineering Manager Platform Risk,https://jobspresso.co/job/engineering-manager-platform-risk/,FreshBooks is a leading cloudbased SaaS accounting software designed with one goal to help small business owners grow We reached unicorn status after raising our valuation to more than 1 billion and continue to scale our business to serve business owners their clients and accountants in more than 160 countries worldwide FreshBookers are found all over the globe The post Engineering Manager Platform Risk appeared first on Jobspresso,2023-03-03 00:00:00,NaN
UIUX Designer,https://cryptojobslist.com/jobs/ui-ux-designer-treehouse-viet-nam, Tags Cryptocurrency Jobs  Blockchain Research Jobs  Cryptocurrency Developer Jobs  Cryptocurrency Ui Ux Jobs  Cryptocurrency Designer Jobs  Cryptocurrency Javascript Jobs  Cryptocurrency Defi Jobs  Cryptocurrency Frontend Jobs  Web3 Full Time Jobs We are looking for an experienced and talented UIUX designer to design and shape unique usercentric products and experiences The ideal candidate will have experience working in agile teams with developers and other UIUX designers You will be able to make deliberate design decisions and to translate any given userexperience journey into a smooth and intuitive interactionRoles and ResponsibilitiesBe a great team player experienced in working with agile teams Ability to collaborate closely with developers copywriters and other UIUX designersConceptualize create improve and use wireframes prototypes style guides user flows and effectively communicate interactive ideasPresent and defend design decisions ensuring it is inline with the overall road,2023-03-03 00:00:00,Viet Nam
Technical Sourcer,https://cryptojobslist.com/jobs/technical-sourcer-braintrust-internal-us, Tags Cryptocurrency Jobs  Web3 Community Jobs  Web3 Talent Acquisition Jobs  Web3 Full Time Jobs About BraintrustBraintrust is on a mission to build products that enable global talent to earn learn and grow We were founded by two serial entrepreneurs with multiple exits To deliver on that mission we operate the worlds first decentralized talent network powered by BTRST our native cryptocurrency token Weve already laid some exceptional foundations for growth In 3 years weve grown our marketplace revenue by 50X We have 500 customers including Nestle Nike Porsche Deloitte Twitter amp Coursera to name a few Weve raised 142M in funding from leading Silicon Valley investors including Coatue Tiger Global Coinbase Ventures IDEO Blockchange Uprising True Ventures Homebrew ACME  more Weve been featured in The New York Times Fortune The Wall Street Journal  more About the RoleWe are looking for an experienced recruiting sourcer to help scale a new arm of the Braintrust jobs marketplace In this r,2023-03-03 00:00:00,US
ETH Denver,https://cryptojobslist.com/jobs/eth-denver-offchain-labs-united-states, Tags Cryptocurrency Jobs  Web3 Research Jobs  Blockchain Security Jobs  Blockchain Developer Jobs  Cryptocurrency Ethereum Jobs  Blockchain Full Time Jobs Offchain Labs is building a suite of scaling solutions for Ethereum This includes Arbitrum an Optimistic Rollup that instantly scales apps reducing costs and increasing capacity without sacrificing Ethereums security Porting contracts to Arbitrum requires no code changes or downloads since its compatible with existing Ethereum developer languages and tooling Arbitrum today is the leading Ethereum scaling solution with dominant market share including hundreds of apps on the platform and over 50 of all rollup liquidity Our team is extremely passionate and works tirelessly to bridge the gap between what blockchain is and what blockchain can be We strive to maintain an atmosphere that fosters innovation and new ideas through collaboration research and deep discussions After raising an initial round of 38M in seed funding in January 2019,2023-03-03 00:00:00,United States
Revenue Operations Manager,https://cryptojobslist.com/jobs/revenue-operations-manager-braintrust-internal-us, Tags Cryptocurrency Jobs  Web3 Marketing Jobs  Web3 Sales Jobs  Web3 Operations Jobs  Web3 Manager Jobs  Cryptocurrency Full Time Jobs About Braintrust Braintrust is on a mission to create and spread economic opportunity more equitably around the world We were founded by two serial entrepreneurs with multiple exits To deliver on that mission we operate the worlds first decentralized talent network powered by BTRST our native cryptocurrency token Weve already laid some exceptional foundations for growth In 3 years weve grown our marketplace revenue by 50X We have 500 customers including Nestle Nike Porsche Deloitte Twitter amp Coursera to name a few Weve raised 142M in funding from leading Silicon Valley investors including Coatue Tiger Global Coinbase Ventures IDEO Blockchange Uprising True Ventures Homebrew ACME  more Weve been featured in The New York Times Fortune The Wall Street Journal  more About the RoleAs a Revenue Operations Manager at Braintrust you will build the infrastruc,2023-03-03 00:00:00,US
Customer Onboarding Specialist,https://remote.co/job/customer-onboarding-specialist-6/,Customer Onboarding Specialist at Affinitiv Remote Join our awardwinning ATeam Ready to produce exceptional results with exceptional people Get in touch we would love to get to know you Affinitiv is the largest provider of endtoend datadriven marketing and software solutions exclusively focused on the automotive customer lifecycle Backed by 20 years of automotive and 8230 The post Customer Onboarding Specialist appeared first on Remoteco,2023-03-06 00:00:00,NaN
iOS Developer Remote  Work from Anywhere,https://cryptojobslist.com/jobs/ios-developer-remote-work-from-anywhere-xapo-bank-gibraltar-remote, Tags Cryptocurrency Jobs  Blockchain Remote Jobs  Blockchain Developer Jobs  Web3 Swift Jobs  Web3 Quality Assurance Jobs  Web3 Manager Jobs  Cryptocurrency Full Time Jobs At Xapo we are building truly cross functional teams with full ownership of design architecture build and test You will collaborate closely with your fellow team members from the product backend design and QA communities of practice Responsibilities As iOS Developer you will be responsible for building components of our mobile app that will enable users all over the world to send spend save and receive money and Bitcoin safely and globally The impact of what you will help develop at Xapo will help people protect their life savings If you are a passionate enthusiastic engineer interested in revolutionizing banking join us Our tech stack includes  Latest Swift Our own UI Component Library Mostly UIKit we are starting the migration to SwiftUI Reactive Programming Unit tests snapshot tests integration tests UITests Kotl,2023-03-03 00:00:00,Gibraltar  Remote
Crypto OTC Sales TH,https://cryptojobslist.com/jobs/crypto-otc-sales-th-coins-ph-bangkok-thailand, Tags Cryptocurrency Jobs  Web3 Marketing Jobs  Blockchain Sales Jobs  Cryptocurrency Operations Jobs  Web3 Compliance Jobs  Cryptocurrency Finance Jobs  Cryptocurrency Full Time Jobs Coinscoth is a Digital Asset Broker and Dealer licensed by SEC Thailand We are driven by our vision of a world where everyone has access to financial services We place great value on open communication work ownership and continuous learning on the jobWe are a fastgrowing startup looking to work with passionate motivated professionals in improving our products and accelerating financial inclusion in Southeast Asia through blockchain technologyWhat youll doBuild and maintain relationships with potential clientsexisting clientsBuild strategic plan strategic plan as well as understanding client needsIdentify opportunities and develop relationships with Institutional investors and investment consultantsEstablishing rapport questioning listening matching and closing opportunitiesLead new business meetings and c,2023-03-03 00:00:00,Bangkok Thailand
Sales Development Representative,https://cryptojobslist.com/jobs/sales-development-representative-braintrust-internal-us-1, Tags Cryptocurrency Jobs  Web3 Remote Jobs  Blockchain Research Jobs  Web3 Sales Jobs  Blockchain Social Media Jobs  Web3 Data Jobs  Cryptocurrency Full Time Jobs About Braintrust Braintrust is on a mission to create and spread economic opportunity more equitably around the world We were founded by two serial entrepreneurs with multiple exits To deliver on that mission we operate the worlds first decentralized talent network powered by BTRST our native cryptocurrency token Weve already laid some exceptional foundations for growth In 3 years weve grown our marketplace revenue by 50X We have 500 customers including Nestle Nike Porsche Deloitte Twitter amp Coursera to name a few Weve raised 142M in funding from leading Silicon Valley investors including Coatue Tiger Global Coinbase Ventures IDEO Blockchange Uprising True Ventures Homebrew ACME  more Weve been featured in The New York Times Fortune The Wall Street Journal  more About the RoleAs a Sales Development Representative at Braint,2023-03-03 00:00:00,US
Watco is hiring for a position of Graphic Designer  Overland Park KS in Overland Park KS,https://dribbble.com/jobs/204542-Graphic-Designer-Overland-Park-KS?source=feed,NaN,2023-03-03 00:00:00,NaN
BOLD is hiring for a position of UX Designer II in United States,https://dribbble.com/jobs/204509-UX-Designer-II?source=feed,NaN,2023-03-03 00:00:00,NaN
Principal Software EngineerDeveloper at Health Research Inc Menands NY USA,https://www.crunchboard.com/jobs/201318480-principal-software-engineer-developer-at-health-research-inc,Minimum Qualifications Bachelor39s degree in computer science or a related field and five years of computer programming database designdevelopment,2023-03-03 00:00:00,NaN
GA is seeking a Senior Exhibit Designer,https://www.coroflot.com/design-jobs/Senior-Exhibit-Designer-GnA--518397,NaN,2023-03-03 00:00:00,NaN
Open Systems Technologies is hiring for a position of UX Designer  Remote Contract Role in Remote,https://dribbble.com/jobs/204476-UX-Designer-Remote-Contract-Role?source=feed,NaN,2023-03-03 00:00:00,NaN
1111 Music Group is hiring for a position of Senior Designer in Remote,https://dribbble.com/jobs/204443-Senior-Designer?source=feed,NaN,2023-03-03 00:00:00,NaN
Engineering Manager  Remote,https://jobs.wordpress.net/job/engineering-manager-remote-6/,Are you an inspirational forwardthinking and peoplecentric seasoned senior engineering manager Do you excel at transforming vision and strategy into results Have you led other engineering organizations to achieve the next level of excellence during the growth phase of the business life cycle Are you pragmatic with an unshakable focus on strategy execution and results 8230,2023-03-03 00:00:00,NaN
Full Stack Laravel Developer,https://larajobs.com/job/2986,NaN,2023-03-03 00:00:00,NaN
Staff Accountant US,https://cryptojobslist.com/jobs/staff-accountant-us-kraken-digital-asset-exchange-united-states, Tags Cryptocurrency Jobs  Blockchain Remote Jobs  Cryptocurrency Exchange Jobs  Blockchain Finance Jobs  Cryptocurrency Manager Jobs  Web3 Accounting Jobs  Web3 Full Time Jobs About KrakenAs one of the largest and most trusted digital asset platforms globally we are empowering people to experience the lifechanging potential of crypto Trusted by over 8 million consumer and pro traders institutions and authorities worldwide  our unique combination of products services and global expertise is helping tip the scales towards mass crypto adoption But were only just getting started We want to be pioneers in crypto and add value to the everyday lives of billions Now is not the time to sit on the sidelines Join us to bring crypto to the worldTo ensure Kraken is the right fit for you please ensure you read Kraken Culture Explainedto find out more about usAbout the RoleThis role is 100 remote As a member of the Global Finance Team you will be responsible for ensuring the smooth running of accoun,2023-03-03 00:00:00,United States
Club Kuma is hiring for a position of Brand Designer Graphic Designer in Santa Monica CA,https://dribbble.com/jobs/204608-Brand-Designer-Graphic-Designer?source=feed,NaN,2023-03-04 00:00:00,NaN
CustomerBase CRM is hiring for a position of UI UX Designer anywhere,https://dribbble.com/jobs/204575-UI-UX-Designer?source=feed,NaN,2023-03-04 00:00:00,NaN
Business Development Summer Associate at Descript,https://nodesk.co/remote-jobs/descript-business-development-summer-associate/,Descript is hiring a remote Business Development Summer Associate This is a fulltime position that can be done remotely anywhere in Canada or the United States Descript  Allinone audio amp video editing as easy as a doc,2023-03-06 00:00:00,NaN
Support Software Engineer  Intern Summer 2023 at Cloudflare,https://nodesk.co/remote-jobs/cloudflare-support-software-engineer-intern-summer-2023/,Cloudflare is hiring a remote Support Software Engineer  Intern Summer 2023 This is an internship position that can be done remotely anywhere in the United States Cloudflare  The web performance amp security company,2023-03-06 00:00:00,NaN
American Assoc of Colleges of Pharmacy is hiring for a position of Associate Director of Web Strategy in Arlington VA,https://findbacon.com/job/american-assoc.-of-colleges-of-pharmacy-is-hiring-for-a-position-of-associa,NaN,,NaN
Geomagical Labs Technical Program Manager  IKEA Kreativ Engineering,https://weworkremotely.com/listings/geomagical-labs-technical-program-manager-ikea-kreativ-engineering,  Headquarters Mountain View California United States URL httpwwwgeomagicalcom   Geomagical Labs is a visual AI RampD lab of IKEA   Our product IKEA Kreativ lets customers scan 3D models of their indoor spaces then refurnish then in lifelike 3D  changing home commerce along the way  We have an opening for an ambitious and detailoriented Technical Program Manager to coordinate and drive effectiveness of our Engineering Product Development and Platform Operations initiatives globally This highlydynamic role requires strong crossfunctional communication organization and planning for a highly technical product  The ideal candidate has a background in largescale web amp mobile software engineering strategic planning skills and exposure to agile methodology  This could be a great opportunity for a strategic and analytical leader to drive a highvisibility product to market and build practical skills in mixedreality artificial intelligence 3D graphics and massscale consumer applications  Requi,2023-03-04 00:00:00,NaN
Account Analyst,https://cryptojobslist.com/jobs/account-analyst-aza-finance-nairobi, Tags Cryptocurrency Jobs  Cryptocurrency Analyst Jobs  Web3 Operations Jobs  Cryptocurrency Finance Jobs  Cryptocurrency Manager Jobs  Blockchain Accounting Jobs  Cryptocurrency Full Time Jobs Company SummaryAZA Finance is the largest nonbank in Africa and an established provider of Payments FX and Treasury providing crossborder payment solutions which accelerate global access to frontier markets through an innovative infrastructure By leveraging cutting edge technology with our proprietary technology AZA Finance is able to significantly lower the cost and increase the speed of business payments to from and across frontier marketsOur API product provides both wholesale currency purchase and retail settlement via our robust API while our WebBased platform is our B2B overthecounter product that caters to businesses with wholesale currency needs especially those paying partners and suppliersLicensed by the UKs FCA and the Bank of Spain AZA Finance is a marketmaker in every major African ,2023-03-04 00:00:00,Nairobi
Solutions Architect,https://cryptojobslist.com/jobs/solutions-architect-immunefi-remote, Tags Cryptocurrency Jobs  Cryptocurrency Remote Jobs  Blockchain Sales Jobs  Blockchain Community Jobs  Cryptocurrency Security Jobs  Blockchain Engineering Jobs  Blockchain Web3 Jobs  Web3 Data Jobs  Blockchain Full Time Jobs Why we need Solutions Architects As the Web3 and Crypto industry continue to rapidly evolve this role will play a critical part in Immuenfis strategy for meeting the changing needs and security threats to our customers The Solutions Architect will possess the capability to take complex technical problems and communicate them to prospects and customers in a manner that elicits trust throughout the customer lifecycle  The SA will own the technical delivery advisory and Bug Bounty Program drafting documentation for Immunefis customers You will be viewed as a Subject Matter Expert and you will function in an advisory role providing potential and current customers with best practices and sound technical advice that ensures they are creating the best program for their,2023-03-04 00:00:00,Remote
KYC Specialist PH,https://cryptojobslist.com/jobs/kyc-specialist-ph-coins-ph-manila-philippines, Tags Cryptocurrency Jobs  Blockchain Legal Jobs  Blockchain Exchange Jobs  Web3 Compliance Jobs  Web3 Kyc Jobs  Cryptocurrency Finance Jobs  Web3 Full Time Jobs Join the leading Crypto Brand in the PhilippinesWho we areWe are one of the earliest and largest crypto platforms in Southeast Asia offering exchange and wallet services to our users Our product lineup also includes electronic payment service and ewallet Through our wallet users can send money to anyone pay for bills shop online at over 100000 merchants receive money transfers from 200 countries even without a bank account and of course view and purchase cryptocurrenciesWhat youll doManage daily customer due diligence requests and requirementsProvide quality checking and verification of customer information in line with company policies and proceduresEvaluate risk level of customers upon onboardingIdentify bottlenecks that affect the performance of the KYC team and the KYC customer experiencePlan and implement strategies to pr,2023-03-04 00:00:00,Manila Philippines
Senior Product Manager Machine Learning Risk,https://cryptojobslist.com/jobs/senior-product-manager-machine-learning-risk-coinbase-remote-usa, Tags Cryptocurrency Jobs  Web3 Remote Jobs  Cryptocurrency Non Tech Jobs  Blockchain Trading Jobs  Web3 Legal Jobs  Web3 Product Manager Jobs  Cryptocurrency Engineering Jobs  Web3 Phd Jobs  Cryptocurrency Web3 Jobs  Cryptocurrency Senior Jobs  Cryptocurrency Defi Jobs  Web3 Finance Jobs  Cryptocurrency Manager Jobs  Cryptocurrency Data Jobs  Web3 Full Time Jobs At Coinbase our mission is to increase economic freedom around the world and we couldnt do this without hiring the best people Were a group of hardworking overachievers who are deeply focused on building the future of finance and Web3 for our users across the globe whether theyre trading storing staking or using crypto Know those people who always lead the group project Thats us There are a few things we look for across all hires we make at Coinbase regardless of role or team First we look for candidates who will thrive in a culture like ours where we default to trust embrace feedback and disrupt ourselves Second we expect all,2023-03-04 00:00:00,Remote  USA
Laravel PHP Developer  PaaS InsurTech Software Up to 5400EUR Monthly  Bonus  Benefits,https://larajobs.com/job/2975,NaN,2023-03-04 00:00:00,NaN
Regulatory Policy Senior Manager,https://cryptojobslist.com/jobs/regulatory-policy-senior-manager-coinbase-remote-usa, Tags Cryptocurrency Jobs  Cryptocurrency Remote Jobs  Web3 Non Tech Jobs  Cryptocurrency Trading Jobs  Web3 Legal Jobs  Cryptocurrency Web3 Jobs  Blockchain Compliance Jobs  Web3 Executive Jobs  Web3 Senior Jobs  Web3 Defi Jobs  Blockchain Finance Jobs  Web3 Manager Jobs  Web3 Data Jobs  Blockchain Full Time Jobs At Coinbase our mission is to increase economic freedom around the world and we couldnt do this without hiring the best people Were a group of hardworking overachievers who are deeply focused on building the future of finance and Web3 for our users across the globe whether theyre trading storing staking or using crypto Know those people who always lead the group project Thats us There are a few things we look for across all hires we make at Coinbase regardless of role or team First we look for candidates who will thrive in a culture like ours where we default to trust embrace feedback and disrupt ourselves Second we expect all employees to commit to our missionfocused approac,2023-03-04 00:00:00,Remote  USA
Senior Marketing Designer Growth at Shopify,https://nodesk.co/remote-jobs/shopify-senior-marketing-designer-growth/,Shopify is hiring a remote Senior Marketing Designer Growth This is a fulltime position that can be done remotely anywhere in Americas Shopify  Best eCommerce platform made for you,2023-03-06 00:00:00,NaN
Need 20 Career articles,https://www.freelancer.com/projects/articles/Need-Career-articles.html,For a job portal in USA wwwdearjoborg need at least 20 career articles You can choose your own topic to author and that should be helpful for jobseekers employers and related to current job market trends Budget 30  250 USD Jobs Article Rewriting Article Writing Blog Content Writing Ghostwriting,2023-03-06 00:00:00,NaN
IT Support Specialist PT,https://cryptojobslist.com/jobs/it-support-specialist-pt-aptos-palo-alto, Tags Cryptocurrency Jobs  Blockchain Operations Jobs  Cryptocurrency Security Jobs  Blockchain Full Time Jobs  Cryptocurrency Part Time Jobs About The Role We are seeking a highly organized and experience PartTime IT Support Specialist to oversee the IT Operations of our Palo Alto office The successful candidate will be responsible for providing frontline IT support while developing policies and procedures to enable scaleWhat youll be doing  Provide frontline IT support to employees via walkups tickets and chats Monitor troubleshoot and repair IT hardware and software Work with Security to handle inventory of ITowned and managed assets Facilitate and support IT new hire orientation Operate and support AV systems and events as needed Create and maintain IT runbooks and enduser documentation  What were looking for  3 years experience providing IT support in a global corporate environment Experience supporting macOS at scale Windows a plus Previous SaaS administration experience ex Rippl,2023-03-04 00:00:00,Palo Alto
Experienced UIUX Designer  Games,https://cryptojobslist.com/jobs/experienced-ui-ux-designer-games-infinigods-sofia, Tags Cryptocurrency Jobs  Blockchain Ui Ux Jobs  Cryptocurrency Designer Jobs  Web3 Full Time Jobs At InfiniGods we are redefining the way people play games through digital ownership Our team of gaming industry veterans brings real experience in building and scaling games that millions of people have enjoyed Our mission is to bring this same passion to build blockchain games for everyoneWe are a venturebacked company looking to grow quickly Join us in building the InfiniGods UniverseWe are looking for a highly motivated and experienced UIUX Designer to come work with us and help us craft extraordinary games in UnityPrinciple ResponsibilitiesCreate the full user experience of our games from UX specs to polished UI designsBuild UIUX wireframes for prototyping user flow in FigmaAdobe XDDesigningUI systems that can scale in production owning them from concept to shippingAdvocate for trends and best practices in UIUX for gamesCollaborate effectively across departments to create the game us,2023-03-04 00:00:00,Sofia
Lead Analyst Threat Intelligence,https://cryptojobslist.com/jobs/lead-analyst-threat-intelligence-coinbase-remote-usa, Tags Cryptocurrency Jobs  Blockchain Remote Jobs  Web3 Non Tech Jobs  Web3 Trading Jobs  Blockchain Research Jobs  Web3 Legal Jobs  Cryptocurrency Analyst Jobs  Blockchain Operations Jobs  Cryptocurrency Security Jobs  Cryptocurrency Engineering Jobs  Web3 Web3 Jobs  Blockchain Python Jobs  Cryptocurrency Defi Jobs  Web3 Finance Jobs  Cryptocurrency Data Jobs  Web3 Full Time Jobs At Coinbase our mission is to increase economic freedom around the world and we couldnt do this without hiring the best people Were a group of hardworking overachievers who are deeply focused on building the future of finance and Web3 for our users across the globe whether theyre trading storing staking or using crypto Know those people who always lead the group project Thats us There are a few things we look for across all hires we make at Coinbase regardless of role or team First we look for candidates who will thrive in a culture like ours where we default to trust embrace feedback and disrupt ourselves Se,2023-03-04 00:00:00,Remote  USA
